"student_id","city","city_development_index","gender","relevant_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","job_change"
27490,"city_71",0.8837890625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",70,false
26674,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","18","10000+","Pvt Ltd","2",6,false
32720,"city_145",0.5551757812,"Female",true,"Part time course","Masters","STEM",">20","10000+","NGO","3",135,true
33126,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",25,false
24091,"city_123",0.7377929688,"Male",true,"no_enrollment","Masters","STEM","13","1000-4999","Public Sector",">4",66,true
32958,"city_160",0.919921875,"Female",true,"no_enrollment","Graduate","STEM","20","10000+","Pvt Ltd","1",7,false
893,"city_114",0.92578125,"Male",true,"no_enrollment","High School",null,"20","1000-4999","Pvt Ltd",">4",90,false
10175,"city_103",0.919921875,null,true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",20,false
14496,"city_114",0.92578125,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",109,false
22997,"city_173",0.8779296875,"Male",true,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","3",9,false
2991,"city_23",0.8989257812,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","never",48,false
9485,"city_104",0.923828125,null,true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","3",35,false
23609,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","3",18,false
13864,"city_102",0.8041992188,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","1",51,false
26682,"city_89",0.9248046875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",108,false
13277,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",26,false
31014,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","5000-9999","Pvt Ltd","4",62,false
16796,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","Pvt Ltd","1",54,false
6449,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Public Sector","never",8,false
18824,"city_114",0.92578125,"Male",false,"no_enrollment","Masters","Other",">20","10000+","Pvt Ltd","never",52,false
28453,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","1",18,false
6304,"city_103",0.919921875,"Male",true,"Part time course","Graduate","STEM","19","1000-4999","Public Sector",">4",142,false
31368,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","1",314,false
21276,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",94,false
27419,"city_21",0.6240234375,null,true,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd","never",17,false
23981,"city_160",0.919921875,null,false,"no_enrollment","Phd","Humanities",">20","1000-4999","Public Sector",">4",19,false
13345,"city_165",0.9028320312,null,false,"no_enrollment","Phd","STEM",">20","1000-4999","Pvt Ltd",">4",92,false
33128,"city_173",0.8779296875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",163,false
10028,"city_73",0.75390625,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","1",42,false
10724,"city_21",0.6240234375,null,true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd","1",40,false
32631,"city_103",0.919921875,"Male",true,"no_enrollment","Phd","STEM",">20","1000-4999","Public Sector",">4",5,true
24199,"city_16",0.91015625,"Male",false,"no_enrollment","Graduate","STEM","20","1000-4999","Pvt Ltd","2",14,false
16990,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",97,true
10933,"city_21",0.6240234375,"Male",true,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd","1",75,false
9052,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd",">4",85,false
7545,"city_165",0.9028320312,null,true,"no_enrollment","Graduate","Arts","17","1000-4999",null,"3",47,false
28589,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","11","10000+","Pvt Ltd","2",16,false
5710,"city_50",0.8959960938,"Male",true,"no_enrollment","Masters","STEM","13","5000-9999","Public Sector","2",88,false
9930,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","2",121,false
4046,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",24,false
15213,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","13","10000+","Pvt Ltd","1",94,true
32605,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd","3",155,false
32802,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",38,false
14793,"city_116",0.7431640625,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","3",178,false
31862,"city_104",0.923828125,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","NGO","4",50,false
31370,"city_136",0.8969726562,"Male",true,"no_enrollment","Graduate","Humanities",">20","1000-4999","Pvt Ltd","4",6,false
7739,"city_136",0.8969726562,"Male",true,"no_enrollment","Masters","STEM","10","1000-4999","Pvt Ltd","1",28,false
7155,"city_23",0.8989257812,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd",">4",20,false
14107,"city_28",0.9389648438,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","2",15,false
26261,"city_73",0.75390625,"Male",true,"no_enrollment","Masters","STEM","15","1000-4999","Public Sector",">4",7,true
21236,"city_160",0.919921875,null,false,"no_enrollment","Masters","STEM","11","1000-4999","Public Sector","1",98,false
15051,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",116,false
29357,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Humanities",">20","1000-4999","NGO",">4",74,false
29628,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",36,false
27115,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",94,false
27462,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Business Degree",">20","10000+","Pvt Ltd","1",85,false
19290,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",">4",18,false
26351,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","14","5000-9999","Public Sector",">4",28,true
10885,"city_104",0.923828125,"Male",true,"no_enrollment","Masters","STEM","11","1000-4999","Pvt Ltd","4",31,false
11347,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","1",45,false
12794,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd",">4",72,false
17931,"city_36",0.8930664062,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",28,true
6278,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","No Major",">20","10000+","Public Sector",">4",69,false
19737,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd",">4",33,false
3436,"city_67",0.8549804688,"Male",true,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",12,false
10364,"city_114",0.92578125,null,true,"no_enrollment","High School",null,"11","10000+","Other",">4",107,false
5549,"city_75",0.9389648438,"Male",true,"no_enrollment","Graduate","Arts",">20","1000-4999","NGO",">4",172,false
18908,"city_114",0.92578125,"Male",false,"Full time course","Masters","STEM","10","1000-4999","Public Sector","2",37,false
15178,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","Humanities",">20","10000+","Pvt Ltd",">4",80,false
31595,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",58,false
10186,"city_61",0.9130859375,"Male",true,"no_enrollment","Masters","STEM","17","1000-4999","Pvt Ltd","3",54,false
12595,"city_23",0.8989257812,null,true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd",null,39,false
24662,"city_98",0.94921875,"Male",true,"no_enrollment","Graduate","STEM","12","5000-9999","Pvt Ltd","2",158,false
31529,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","15","10000+","Pvt Ltd",">4",50,false
29811,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","18","1000-4999","Pvt Ltd","1",111,false
3126,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","19","1000-4999","Pvt Ltd","1",13,false
27493,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","1000-4999","NGO","2",5,false
9973,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",156,false
13824,"city_16",0.91015625,"Male",true,"no_enrollment","High School",null,"17","10000+","Pvt Ltd",">4",22,false
6355,"city_152",0.6982421875,"Male",true,"no_enrollment","Masters","STEM","12","1000-4999","Pvt Ltd","1",146,false
21255,"city_99",0.9150390625,"Male",true,"no_enrollment","High School",null,">20","1000-4999","Pvt Ltd","2",26,false
12133,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","18","10000+","Pvt Ltd","2",18,false
14943,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM","12","1000-4999","Pvt Ltd",">4",36,true
17030,"city_16",0.91015625,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Public Sector",">4",3,false
2602,"city_21",0.6240234375,"Male",true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",222,false
7451,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",33,true
31553,"city_98",0.94921875,"Male",true,"no_enrollment","Graduate","STEM","11","1000-4999",null,"2",64,false
4016,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM",">20","5000-9999","Public Sector","2",78,false
26891,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","5000-9999","Pvt Ltd","4",68,false
10615,"city_123",0.7377929688,"Male",true,"no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd","2",29,true
17093,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",53,false
33380,"city_83",0.9228515625,"Male",false,"no_enrollment","Graduate","STEM","14","10000+","Pvt Ltd","2",168,false
16969,"city_160",0.919921875,"Male",false,"no_enrollment","Graduate","No Major",">20","5000-9999","Pvt Ltd",">4",12,false
9203,"city_102",0.8041992188,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",43,false
2572,"city_104",0.923828125,"Male",true,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","never",95,false
4335,"city_103",0.919921875,"Female",true,"no_enrollment","Graduate","STEM","16","1000-4999","Pvt Ltd",">4",142,false
31612,"city_73",0.75390625,"Male",true,"no_enrollment","Masters","STEM","14","10000+","Pvt Ltd","2",14,false
15041,"city_103",0.919921875,"Other",false,"no_enrollment","Graduate","STEM","13","10000+","Public Sector",">4",13,false
4880,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM","16","10000+","Pvt Ltd",">4",50,false
9264,"city_83",0.9228515625,"Male",true,"no_enrollment","Masters","STEM","18","10000+","Pvt Ltd","4",17,false
22662,"city_67",0.8549804688,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd","1",107,false
29164,"city_103",0.919921875,"Male",true,"Part time course","Masters","Business Degree","11","10000+","Public Sector","3",60,false
19711,"city_67",0.8549804688,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",138,true
29504,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Public Sector",">4",55,false
24567,"city_16",0.91015625,"Male",false,"no_enrollment","Masters","STEM","15","10000+","Pvt Ltd",">4",20,true
27473,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd",">4",9,true
15688,"city_114",0.92578125,null,true,"no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","2",9,false
5555,"city_103",0.919921875,"Other",true,"no_enrollment","Graduate","STEM","20","10000+","Public Sector","1",14,false
18895,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","1000-4999",null,"2",18,false
8661,"city_103",0.919921875,"Male",false,"no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","3",3,false
22355,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","11","10000+","Pvt Ltd",">4",17,false
17076,"city_103",0.919921875,null,true,"no_enrollment","Masters","STEM","11","10000+","Pvt Ltd","1",37,false
7542,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",58,false
12107,"city_114",0.92578125,"Male",true,"no_enrollment","Graduate","STEM","10","1000-4999","Pvt Ltd","never",16,false
23481,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","10000+","Pvt Ltd",">4",43,true
364,"city_16",0.91015625,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Public Sector",">4",23,false
24632,"city_160",0.919921875,null,false,"no_enrollment","Phd","STEM",">20","5000-9999","Public Sector",">4",19,false
31830,"city_61",0.9130859375,"Male",true,"no_enrollment","Graduate","Other","10","5000-9999","Public Sector","1",7,false
28067,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Public Sector",">4",36,false
18973,"city_36",0.8930664062,null,true,"no_enrollment","High School",null,">20","10000+","Pvt Ltd",">4",35,false
2713,"city_16",0.91015625,null,true,"no_enrollment","Graduate","STEM","10","10000+","Pvt Ltd","1",9,false
27986,"city_45",0.8901367188,"Female",true,"no_enrollment","High School",null,"16","1000-4999","Pvt Ltd","3",48,false
19973,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","10000+","Pvt Ltd","1",48,false
27821,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",7,false
11450,"city_114",0.92578125,"Male",false,"no_enrollment","Masters","STEM","19","1000-4999","Public Sector",">4",48,false
29675,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","4",138,false
10087,"city_103",0.919921875,"Male",false,"no_enrollment","Graduate","STEM","17","5000-9999","Pvt Ltd",">4",67,false
20325,"city_46",0.7622070312,"Male",true,"no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd",">4",15,false
27137,"city_21",0.6240234375,"Male",false,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd","4",24,false
20182,"city_100",0.8872070312,"Male",false,"no_enrollment","Phd","Business Degree",">20","10000+","Public Sector",null,14,false
25641,"city_21",0.6240234375,"Male",true,"Part time course","Graduate","STEM","13","10000+","Pvt Ltd","4",154,false
29349,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","Other",">20","10000+","Pvt Ltd","1",22,false
11160,"city_67",0.8549804688,"Male",true,"no_enrollment","Masters","STEM","16","1000-4999","Pvt Ltd","1",192,false
17419,"city_65",0.8017578125,"Female",true,"Part time course","Graduate","STEM","11","1000-4999","Pvt Ltd","1",174,false
26112,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","10000+","Pvt Ltd",">4",143,false
2078,"city_100",0.8872070312,"Male",true,"no_enrollment","Graduate","STEM","15","1000-4999","Pvt Ltd","3",107,true
14417,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Arts",">20","10000+","Pvt Ltd","4",72,false
10937,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Public Sector",">4",33,false
31239,"city_114",0.92578125,null,true,"Part time course","Graduate","STEM","19","10000+","Pvt Ltd",">4",41,false
11911,"city_103",0.919921875,null,true,"Part time course","Graduate","STEM","19","1000-4999","Pvt Ltd","1",68,false
3538,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Humanities",">20","10000+","Pvt Ltd",">4",86,false
3887,"city_103",0.919921875,"Female",true,"no_enrollment","Phd","STEM","13","5000-9999","Pvt Ltd","1",11,false
4179,"city_103",0.919921875,null,true,"no_enrollment","Graduate","Arts","17","10000+","Pvt Ltd","4",59,false
252,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","11","1000-4999","Pvt Ltd","1",26,false
4344,"city_76",0.6982421875,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","Pvt Ltd","1",14,false
30079,"city_160",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","15","5000-9999","Pvt Ltd","2",92,false
13328,"city_21",0.6240234375,"Male",true,null,"Graduate","STEM","14","10000+","Pvt Ltd","1",78,true
10295,"city_61",0.9130859375,"Male",true,"no_enrollment","High School",null,">20","1000-4999","Pvt Ltd","3",46,false
3155,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd",">4",126,false
16929,"city_103",0.919921875,null,true,"no_enrollment","Masters","Other","15","1000-4999","Pvt Ltd","4",43,false
8067,"city_45",0.8901367188,"Male",true,"no_enrollment","Masters","STEM","14","1000-4999","Pvt Ltd",">4",27,false
7687,"city_89",0.9248046875,"Male",true,"no_enrollment","Graduate","STEM",">20","1000-4999","Pvt Ltd","1",86,false
29692,"city_103",0.919921875,"Male",true,"no_enrollment","Masters","STEM",">20","1000-4999","Pvt Ltd","1",79,false
5952,"city_21",0.6240234375,"Male",true,"no_enrollment","Masters","STEM","20","10000+","Pvt Ltd",">4",54,true
24322,"city_116",0.7431640625,"Male",true,"no_enrollment","Masters","STEM",">20","5000-9999","Pvt Ltd","2",135,false
25820,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Humanities","19","10000+","Pvt Ltd","1",145,true
50,"city_103",0.919921875,"Male",true,"no_enrollment","Phd","STEM",">20","10000+","Pvt Ltd","1",79,true
7222,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","STEM","16","1000-4999","Pvt Ltd","1",9,false
29172,"city_103",0.919921875,"Male",true,"Full time course","Graduate","STEM","15","1000-4999","Pvt Ltd","2",94,false
19129,"city_67",0.8549804688,null,false,"no_enrollment","Masters","Business Degree","19","1000-4999","Pvt Ltd","2",15,false
23841,"city_144",0.83984375,null,true,"no_enrollment","Phd","STEM",">20","1000-4999","Pvt Ltd","1",210,true
4379,"city_103",0.919921875,"Male",true,"no_enrollment","Graduate","Arts",">20","5000-9999","NGO",">4",90,false
